Title,Date,Rating,Description_Short,Minimum_Players,Maximum_Players,Minimum_Playtime,Maximum_Playtime,Age,Weight,Publisher,Type_Primary_ID,Type_Secondary_ID,Category_Primary_ID,Category_Secondary_ID,Category_Tertiary_ID,Mechanic_Primary_ID,Mechanic_Secondary_ID,Mechanic_Tertiary_ID,Description_Long
Skulk Hollow,2016,7.34,Stake your claim to the land as a clever fox tribe or a legendary Guardian!,2,2,40,40,8+,0,Thunderworks Games,3916,0,10,33,0,3,64,184,"THE GREAT RETURN
â€‹Over generations and generations the ancient woodland of BÃ¸re prospered and grew. The world was bestowed with great spirit, which lifted the animals of the land to new heights. Unfortunately, over the years these clans lost touch with the spirit of the land and faction warring developed. The Foxen Kingdom of Skulk Hollow in the South, The spiritual Red Pandas of Cupboard in the North, the Mischievous Mice of Multon in the West, and the colony of Blackheart Bunnies in the East. As skirmishes started breaking out across the continent, lives lost, there was a monstrous shake and then The Great Return. No one quite knows why, but the Guardians have risen - but not the kind, life-giving Guardians of spiritual legend. Dark, ferocious, versions that are now attacking all the kingdoms of the land."
Olympos,2009,6.92,Add a Brief Description,2,5,45,90,10+,0,Ystari Games,3916,0,9,19,33,10,11,148,"Philippe Keyaerts scored gold with Small World, a new version of his Vinci that was released by Days of Wonder in 2009 to great acclaim and numerous awards. With Olympos, coming from French publisher Ystari Games, Keyaerts has another go at the simplified civilization game. The playing time for Olympos is only 60-90 minutes for 3-5 players, but says Ystaris Cyril Demaegd, Even if its a short game, its a gamers game."
Indian Summer,2016,6.79,"Be the first to fill your board with leaves of all shapes, aided by bonus powers.",1,4,15,60,10+,0,Edition Spielwiese,3914,0,1,10,27,62,116,169,"Before winter makes its appearance, a particularly warm fall bathes the forest in a golden shimmer. During the Indian Summer, New England blossoms one last time. Treetops are ablaze with countless colors â€” a living rainbow, from green to orange to red. Slowly the first leaves are starting to fall. Meanwhile, our steps and the diligent squirrels rustle the colorful foliage."
Coffee Traders,2012,7.81,Develop coffee regions around the world while building your coffee trading network.,2,5,120,150,12+,4.32,Capstone Games,3916,0,24,32,37,3,10,41,"Thousands of coffee farmers all over the world support their families by using small stretches of hillside land for their coffee plantations. Farmers work day in and day out for very little, but the future of coffee farming is bright. Fair Trade organizations strive to improve living conditions for these farmers by helping them set up cooperatives. This enables them to establish better pricing agreements and take out loans for new plantations, all to help provide education and improve the quality of their lives, families, societies, and environment."
Piepmatz,2009,7.1,Feathers fly in this battle over pecking order at the bird feeder.,2,4,20,40,12+,0,Lookout Games,3916,0,10,15,56,64,110,148,"In Piepmatz, you skillfully play bird cards from your hand to collect seeds and birds at the bird feeder. Seeds and mated pairs of birds in your collection are worth points. Single birds score only if you have the most of their species. The course of play is the same for all numbers of players. On a turn, you go through these three phases in order:"
Neanderthal,2008,7.32,"Hunt fauna and learn culture as early humans, to survive the European Ice Age.",1,3,60,120,14+,3.73,Sierra Madre Games,3917,0,15,24,62,14,50,57,"Its 43,000 BC in Ice Age Europe, the dawn of modern man. In Neanderthal, you are one of three human species: Archaic, Neanderthal, or Cro-Magnon. Assign your males to hunt Pleistocene megafauna, but try to avoid being eaten by predators. Assign your women for teaching your children vocabulary, leading to cognitive fluidity in the next generation and to a tribalistic culture. Specialize your elders for fire, war, big game, inventions, or animal domestications. Choose between three mating strategies: promiscuous, harems, or pair bonding. Victory depends on which strategy you choose, and may include your hunters, elders, women, vocabulary, trophies, inventions, or domesticated animals."
MÃ? & More,2006,7.15,Compendium of thought-provoking trick-taking games.,2,8,60,60,11+,0,Rio Grande Games,3916,0,15,34,0,166,174,0,"MÃ? is regarded by many as one of the best offerings in the trick-taking genre. Players reveal cards to declare their bids: the highest bidder becomes the Chief and the second highest bidder is the Vice. Both the Vice and Chief choose a trump (either number or suit), and then players try to capture tricks to score the most points. The Chief chooses a partner and tries to cover the bid to score bonus points, while the Vice and remaining players seek to stop the Chief from reaching his goal."
Spyfall 2,2010,6.91,Oust up to two spies with new locations and even more players!,3,12,15,15,13+,0,Hobby World,3915,0,13,22,36,1,95,139,"Spyfall is a party game unlike any other, one in which you get to be a spy and try to understand whats going on around you. Its really simple!"
Oceanos,2017,6.83,Pilot your submarine and dive deep into the ocean collecting creatures and treasures.,2,5,30,45,8+,0,Hutter Trade GmbH + Co KG,3914,0,10,29,53,110,148,150,Oceanos is a game of underwater exploration with an original take on card-drafting.
CV,1983,6.6,"Build a better life as you gain knowledge, a career and even find social happiness!",2,4,60,60,10+,0,Piotr Socha,3914,0,15,23,36,41,50,64,"Have you ever wondered who you would have been if your life had gone differently? How would you direct your life if everything were up to you? Maybe you would be a magician, or travel around the world? Or maybe big business tempts you, and your goal would be to earn a million dollars?"
Codex: Card-Time Strategy  Deluxe Set,2021,8.02,Choose the right cards from your Codex of minions and spells to defeat your opponent!,2,5,45,45,13+,3.66,Sirlin Games,3913,3916,15,31,33,47,64,145,"Codex: Card-Time Strategy is a customizable, non-collectible card game set in the Fantasy Strike universe thats inspired by real-time strategy video games such as Starcraft and Warcraft 3. Players each control three different heroes and have access to a tech tree that allows them to use different strategies each time they play."
RAF: The Battle of Britain 1940,2020,8.01,Refight the Battle of Britain as either the RAF or the Luftwaffe or 1v1.,1,2,120,900,(Not provided by publisher),3.27,Decision Games (I),3918,0,12,80,83,29,50,99,"The Battle of Britain, 1940"
Welcome Back to the Dungeon,2020,6.75,Push your luck crawling through this dungeon. Did you remember the correct monsters?,2,4,30,30,10+,0,"Gemblo, Inc.",3914,3915,13,15,31,95,122,128,"The sun is shining in the Abysmal Woods where youâ€™re strolling without a care in the world, your weapon at your belt, dreams of adventure in your head. On your path, you stop before a damaged dungeon door. It seems that great battles took place here, a sure sign of coveted treasure inside."
Indigo,1587,6.84,Create tangled paths and move gemstones to your advantage.,2,4,30,30,8+,0,Ravensburger,3911,3914,1,0,0,108,124,169,"Indigo is a tile-laying game along the lines of Metro, Tsuro, and Linie 1 in which players build paths bit by bit, with no player owning the individual paths and everyone trying to exploit the paths already present. Unlike those earlier games, however, your goal is to move gemstones from their starting locations on the board to your designated goals, with the player who scores the most points winning the game."
Ad Astra,2018,6.87,"Spread your faction across the stars, exploring, exploiting, and settling.",3,5,60,60,13+,0,Nexus Editrice,3916,0,19,69,70,4,150,172,"Humans have evolved into five different races, each of them adapted to life in different planetary conditions. Guide one of the five human factions in its exploration of the galaxy, while exploiting resources, terraforming planets and creating advanced space colonies. You may even find artifacts of a long-lost alien civilization and use them to your advantage."
Aquaretto,2002,6.98,Manage your water-themed zoo by making impressive exhibits maybe even baby animals!,2,5,45,45,10+,0,Rio Grande Games,3914,0,10,0,0,148,169,0,"In Aquaretto, the players are managing the planning and selection of animals for their water themed zoo, in the hope of acquiring the most victory points. The players can expand the size of their water park and victory points can be earned in a number of ways. The most common way is to collect a large number of animals to your park in a variety of species."
Ingenious: Travel Edition,2001,7.1,Match double sided hexes and your lowest scored shape is your final score.,2,2,30,30,10+,0,Michaela Kienle,3911,0,1,0,0,64,69,116,Its Einfach Genial/Ingenious in a 2-player travel version.
Wars of the Roses: Lancaster vs. York,2016,7.37,Captures the intrigue and the skulduggery of the period brilliantly!,2,4,180,180,13+,3.2,Z-Man Games,3916,0,18,44,60,4,10,11,"Two Lancastrians and two Yorkists draft cards that give them control of major towns, nobles, bishops and royal castles. Income generated by these enables them to raise armies and to bribe nobles, bishops and ship captains to change allegiance. Players then use secret planning and simultaneous deployment to gain control of the six areas in England and Wales and, hopefully, enough votes in parliament to crown their royal heir as king."
Dragonfire,2018,7.18,"Assemble your party, and begin the adventure along the famed Sword Coast.",2,6,60,90,13+,3.2,Catalyst Game Labs,3916,3917,15,31,0,42,47,64,Description from the publisher:
The Civil War 1861-1865,2018,7.73,"ACW strategic simulation with detailed leaders, supply chains, naval war, & more.",2,2,120,1200,12+,3.8,Victory Games (I),3918,0,5,18,61,50,63,65,"This sprawling rendition of the American Civil War tries to fit in everything, from Grant and Lee down to Indian raids in the Western territories. It also includes the most extensive treatment of naval and riverine warfare of any strategic Civil War game. The map covers the theater of the war from the Eastern seaboard to the middle of Texas at 25 miles per hex. An optional second map extends to New Mexico. There are five turns per year, four of two months each and a four-month Winter turn. Each turn consists of an indefinite number of pulses and may last a long, long time. Troops are represented by generic Strength Points (about 5,000 men per SP, or one or two ironclads with escorting naval vessels)."
Maglev Metro,2017,7.3,Efficiency is the key to rebuilding the city transit with maglev tech.,1,4,60,90,14+,0,BÃ©zier Games,3916,0,74,0,0,56,65,108,"In Maglev Metro, utilize state-of-the-art magnetic levitation technology to build a metropolitan rail system, transporting workers and robots beneath the city. Replace aging Manhattan and Berlin subway systems with newer, faster, quieter technology. Enhance your rail systems abilities so that your passengers arrive at their destinations first."
CafÃ©,2011,7.39,Place cards efficiently to process and deliver coffee in early 20th-century Portugal.,1,4,20,45,8+,0,Marina Costa,3911,3916,32,37,0,3,69,81,"During Kings D. JoÃ£o V kingdom, Portugal was a major European power. From Brazil, the king ordered Sergeant Melo Palheta to travel to the French Guyana to formally establish the Utrecht Treaty of 1713 and to secretly bring coffee seeds to Brazil.
The Sergeant was successful and by 1800 Brazil was already one of the largest and biggest coffee producers in the world."
Trekking the World,2008,7.13,A light strategy game about the pleasures and wonders of world travel.,2,5,30,60,10+,0,Underdog Games (I),3914,0,25,27,76,41,64,110,"We designed Trekking the World for gamers and non-gamers to play together. The goal was to make a game inviting for non-gamers, but with a little subtlety under the hood for gamers."
Shogi,2014,7.38,Deploy captured pieces for rapid checkmates in Japans traditional generals game.,2,2,60,60,8+,3.76,Madoka Kitao,3911,0,1,0,0,63,117,156,"Of Japanese origins, Shogi is played on a 9 by 9 board, and the object is to capture the opponents king. There are two main differences with Western chess. First, not only pawns but almost every piece can promote if it reaches the opponents three last rows. Second and most distinctive characteristic is that captured pieces become property of the capturing player and during his turn he can parachute or drop them back to the board instead of performing a normal move. Because of this feature, similar to Bughouse, the game can last longer than a Chess game, the board generally stays fairly crowded and there is no simplification going into the endgame. However, the endgame is typically more rapid with many possibilities for attack and ways to achieve a checkmate, which also makes draws/ties very rare."
Gingerbread House,2021,7.01,Bake tasty treats to tempt fairy-tale characters who keep trying to eat your house!,2,4,30,30,8+,0,Lookout Games,3914,0,31,36,51,41,56,116,"Once upon a time a witch lived alone in her house in the depths of the forest. Her favorite hobby was baking yummy gingerbread; in fact, she loved gingerbread so much that she built her entire house out of it. Unfortunately, she wasnt the only one who loved it! Rude fairy tale characters passing by were eating away her walls, windows, and doors! One day, the witch decided that shed had enough of them all helping themselves and, paying attention to which types of gingerbread these greedy intruders liked the most, she came up with an idea on how to get rid of them once and for all..."
Pirates Cove,2008,6.57,Pirates plunder as they seek booty to bury and fame at the end of a cannon!,3,5,60,90,8+,0,Markus Wagner,3914,0,3,33,53,50,64,120,"Come aboard and sail to Pirates Cove, the legendary hideaway of thieving pirates and cutthroat buccaneers. The tales of those legendary pirates of old whove fought and survived these mysterious waters still haunt all those who yearn for a life at sea. Armed with a secret map and starting with a modestly outfitted sloop salvaged from last winters storm, you set sail to Pirates Cove, your eyes filled with visions of treasure and fame, your lungs filled with the salty air of the high seas."
Risk 2210 A.D.,1994,6.69,"Specialized commanders lead robot armies in a war for the earth, sea, and even moon.",2,5,240,240,10+,0,Wizards of the Coast,3918,0,69,73,80,10,11,14,"Risk 2210 A.D. is yet another entry in the long series of Risk variants. Set in the not-so-distant future, battles are now fought by machines of destruction, known as MODs, for short. Human commanders still lead these mechanized troops, but these commanders each have special powers and abilities. These come into play via the use of Command cards, which add a new dimension to the game. Now the battle is not just for the continents, but the sea and moon are also battlegrounds."
Bloodborne: The Card Game,2009,6.9,The hunt is on! Take on nightmarish fiends and collect the most blood echoes.,3,5,30,45,14+,0,CMON Global Limited,3917,0,15,31,35,50,64,110,"Bloodborne: The Card Game is based on the Chalice Dungeons in the video game Bloodborne â€” the ever-changing labyrinths and tombs carved out by the Great Ones beneath the fallen city of Yharnam, where horrifying creatures reside. Players compete to kill monsters and take their blood."
Dice Settlers,1996,6.94,"Settle your people, advance technology and fight for new territories in a new world.",1,4,45,60,14+,0,NSKN Games,3916,0,8,19,23,10,47,50,"With a piece of land to call your own, a handful of resources, a few families and a head full of dreams you embark on a journey of a lifetime. Beyond lies the New World full of opportunities to make your dreams of a new home a reality. But beware, other settlers have come here as well, and although their beginnings are as humble as yours, each of them will want to influence these new lands as much as you. Will you become the most powerful?"
Unlock!: Secret Adventures  The Adventurers of Oz,2018,7.41,A cooperative card game themed with Wizard of Oz.,1,6,60,60,10+,0,Space Cowboys,3917,0,15,29,64,42,161,0,"Re-enter the land of Oz! Pay a visit to the wizard, meet some familiar friends, and challenge the Wicked Witch of the West. The Adventurers of Oz is an Unlock! adventure for up to six players."
Exit: The Game  The Forbidden Castle,1977,6.84,Start an adventure in the mystic castle with wisdom and patience.,1,4,45,90,12+,3.24,KOSMOS,3917,0,22,64,66,42,0,0,"The castle is the highlight of the hike, but hardly have the hikers entered the old walls, when the squeaky doors close. Escape appears impossible â€” but strange hints may lead players in a new direction. Can they solve the riddles and find the way to freedom?"
Walnut Grove,2017,6.98,Starve and freeze on the plains as you build your farm and trade your goods in town.,1,4,30,60,10+,0,Lookout Games,3916,0,8,32,0,142,169,188,"Walnut Grove borrows ideas from jigsaw puzzles and worker placement games, as players add tiles to their farm, and perform actions in the city. Each player manages their farm over 8 years, expanding their plots each spring, harvesting each summer, doing business in the city each fall, and hunkering down each winter. Each worker must be fed, and provided with heat."
The Rich and the Good,2019,7.09,Make wise investments using shared resources but dont forget to donate to charity!,3,5,45,45,10+,0,Zhiyanjia,3916,0,24,0,0,64,122,160,"Players are stock brokers during the second Industrial Revolution, trying to make as much money as possible while also coming across as good citizens by donating money to charity. During the course of the game, players purchase or sell shares of stock, and then manipulate the stock prices with the cards that they share with their two neighbors. Additionally, players donate stock to charities, which is sold off at the end of the round for the charitable donation. Whoever donates the least to charity by the end of the game automatically lose, no matter how wealthy heâ€™s made himself."
Unconditional Surrender! World War 2 in Europe,2014,8.16,Strategic level wargame with military and political decision-making in WWII Europe.,2,3,60,3000,14+,3.73,GMT Games,3918,0,80,83,0,50,65,99,(from the designer and GMT Games website:)
Riftforce,2018,7.46,"Choose guilds, combine their powers, and rush into battle.",2,2,20,30,10+,0,1 More Time Games,3913,0,15,31,33,64,110,130,"The Rifts changed our world. Villages were torn apart, Riftforce emerged from it and spread across the land. What seemed lifeless before started to rise and wake. Flames left campfires and waves poured out of their riverbeds. Even the sun and moon leave their footprints in the ground."
Call of Cthulhu: The Card Game,2008,6.91,Succeed at stories by facing down your opponent with your custom deck.,2,2,30,30,13+,0,Fantasy Flight Games,3913,3916,15,20,31,47,64,110,"The oldest and strongest emotion of mankind is fear, and the oldest and strongest kind of fear is fear of the unknown.Â¨
- H.P. Lovecraft, Supernatural Horror in Literature"
Kingdoms,2019,6.65,Vie for dominance by tactically placing tiles and castles over 3 epochs.,2,4,45,45,9+,0,Hans im GlÃ?ck,3911,3916,1,31,44,169,0,0,"Auf Heller und Pfennig takes participants to a medieval marketplace that looks remarkably like a plain matrix for square tiles. Each turn, players place tiles onto the board that modify (either positively or negatively) the amount of money to be made by the shops that share that tiles row or column. Three times the board is filled with tiles and shop money is earned, after which the player with the most money wins."
Revolution!,2008,6.72,"Decisions, decisions. Blackmail, bribe or threat? Connive to control the colony.",3,4,60,60,13+,0,Steve Jackson Games,3914,3916,13,22,60,10,14,104,Blackmail the printer. Threaten the innkeeper. Bribe the priest. Welcome to Revolution!
Age of Renaissance,2017,7.1,Add a Brief Description,3,6,120,300,12+,3.86,Descartes Editeur,3916,0,19,24,44,11,14,149,A game that is often described as a semi-sequel to Civilization.
Warhammer Quest: Blackstone Fortress,2015,7.88,"Scavenge, loot and survive the Fortress, FOR THE EMPEROR... or just yourself.",1,5,120,180,12+,0,Games Workshop Ltd.,3917,0,3,29,33,42,50,65,"As vast and dark as a sunless void, the Blackstone Fortress is a creation far beyond the ken of any race in the galaxy. In this age of darkness, in a galaxy riven with strife and horror, the desperate and intrepid alike search this Fortress for long-lost technologies that may be used to turn the tide of war."
Ogre,2018,6.95,The original asymetrical sci-fi wargame pits the mega-tank Ogre against lesser units.,1,3,45,45,10+,0,Denis Loubet,3918,0,33,69,80,50,63,65,"OGRE and its sequel G.E.V. are tactical ground combat games set in the not-so-distant future. In 2085 A.D., armored warfare continues - faster and deadlier than ever. Hovercraft, tanks and infantry slug it out with tactical nuclear devices. But the most feared weapon of all needs no human guidance. Its a giant cybernetic tank called the OGRE."
Tortuga 1667,1995,6.93,Privateers capture Spanish gold for King and country. Maroon the disloyal to Tortuga!,2,9,20,40,12+,0,Facade Games,3915,0,15,57,59,11,64,67,"The year is 1667 and you are a pirate sailing the waters of the Caribbean. A Spanish Galleon floats nearby, and youâ€™ve talked your crewmates into working together to steal all of its treasure. What you havenâ€™t told your fellow pirates is that you have no intentions on sharing the treasure once you have it. Your crewmates have told you that they share your loyalty and that theyâ€™ll help you maroon the greedy pirates on your ship to the rocky island of Tortuga. But youâ€™ve seen your friendsâ€™ loaded pistols and heard their whisperings of a mutiny. You know that nobody can be trusted."
Nanty Narking,2011,7.55,"Buy, bribe and murder your way to control of Victorian Londons neighborhoods.",2,4,60,60,14+,0,PHALANX,3916,3917,13,17,22,10,50,57,"Immersed deeply in the world of Dickensâ€™s and Doyleâ€™s literature, Nanty Narking moves you into the realities of the myths and legends of the Victorian era. The events in the game are tied to real and fictional characters and places in Victorian London The same London which inspired so many storiesâ€?"
Tiny Epic Kingdoms,1998,6.56,Have your tiny kingdom expanded in the epic war of Aughmoore.,2,5,30,45,13+,0,Gamelyn Games,3916,0,13,19,31,10,11,14,"You are a tiny kingdom with big ambition. You want to expand your population throughout the realms, learn powerful magic, build grand towers, and have your neighbors quiver at the mention of your name. The conflict? All of the other kingdoms want the same thing and theres not enough room for everyone to succeed..."
Thanos Rising: Avengers Infinity War,2006,7.13,Assemble your heroes and defeat Thanos before SNAP!,2,4,60,90,10+,0,The Op,3914,3917,15,21,23,42,50,110,Thanos Rising: Avengers Infinity War is a cooperative dice and card game for 2-4 players.
The Red Dragon Inn 2,2018,6.92,4 new heroes join the party in this standalone expansion. Drink till you drop!,2,4,45,45,13+,0,SlugFest Games,3915,3917,15,31,36,24,64,122,"The Red Dragon Inn 2 is a standalone game that can be combined with the original The Red Dragon Inn to create adventuring parties of up to eight drunken players. The Red Dragon Inn 2 includes its own drink deck, player mats, counters, Gold, markers, and the following heroic adventurers:"
Kitchen Rush (Revised Edition),2018,7.59,"Juggle orders, prepare dishes, and stock the pantry to satisfy your hungry customers.",2,4,20,60,8+,0,Pegasus Spiele,3914,3917,66,0,0,6,42,97,"The great world of cooking awaits you! Together with your friends you have purchased an old restaurant and are now responsible for its fate and success. Use only the best ingredients, the freshest herbs and dont let your guests wait - then your restaurant will develop splendidly and you will have a golden future!"
Android,2017,6.74,"Uncover a murder and a conspiracy, while living your own story, in a cyberpunk city.",3,5,180,180,13+,3.97,Fantasy Flight Games,3917,0,49,69,0,3,39,64,"From the publisher: Android is a board game of murder and conspiracy set in a dystopian future. Detectives travel between the city of New Angeles and moon colony Heinlein chasing down leads, calling in favors, and uncovering the sinister conspiracy beneath it all. The detectives must balance their pursuit of the murderer against their personal lives and their inner demons. Androidâ€™s innovative mechanics ensure that no two detectives play alike. Will you play as Louis Blaine, the crooked cop tormented by guilt and loss? Or will you take the role of Caprice Nisei, the psychic clone who struggles to retain her sanity while proving that sheâ€™s as human as anyone else? Whoever you choose to play, youâ€™ve got just two weeks to solve the murder, uncover the conspiracy, and face your personal demons."
Aristeia!,2020,8.24,Add a Brief Description,2,2,60,90,14+,0,Corvus Belli,3913,3916,33,46,69,3,10,31,"175 years into the future, humankind has reached the stars. As the hyperpowers vie for influence in the shadows, citizens use their permanent connection to Maya, the interplanetary data network, to revel in a bespoke deluge of thrills. Of course, no form of entertainment is as sought after as Aristeia!, the Human Sphereâ€™s favorite extreme bloodsport."
Fireteam Zero,2019,7.51,Co-op strategic WW2 soldiers vs horrors.,1,4,90,90,14+,0,Emergent Games (II),3916,0,3,31,33,42,46,50,"In 1942, four soldiers vanished from the training program of the newly formed First Ranger Battalion, their names stricken from the roster. Chosen for their unique skills, they would fight in secret against terrifying supernatural enemies and overwhelming odds. This is their story."
Trapwords,1997,6.98,Navigate your way in the dungeon by explaining things without mentioning trapwords!,4,8,30,45,8+,0,Czech Games Edition,3915,0,29,31,57,97,161,166,"The game is for 2 teams, divided into two approximately equivalent number of players and takes about 30 minutes to play."
Mystery of the Abbey,2021,6.54,Murder in medieval France. Explore stone halls. Examine clues. Find the culprit.,3,6,60,90,8+,0,Emmanuel Roudier,3914,0,22,44,49,11,50,57,Mystery of the Abbey is a whodunit deduction game in the spirit of Clue. A monk has been murdered in a medieval French Abbey. Players maneuver their way through the Abbey examining clues and questioning each other to find out who is the culprit.
Timeline: Events,2015,6.77,Add a Brief Description,2,8,15,15,8+,0,GaÃ«l Lannurien,3914,3915,15,25,57,0,0,0,"Timeline: Events is a card game played using 55 cards. Each card depicts a historical event on both sides, with the year in which that event occurred on only one side. Players take turns placing a card from their hand in a row on the table. After placing the card, the player reveals the date on it. If the card was placed correctly with the date in chronological order with all other cards on the table, the card stays in place; otherwise the card is removed from play and the player takes another card from the deck."
Guillotine,2022,6.53,Manipulate the line to collect the most valuable heads.,2,5,30,30,12+,0,Wizards of the Coast,3914,0,15,36,0,64,110,148,"The French Revolution is famous in part for the use of the guillotine to put nobles to death, and this is the macabre subject of this light card game. As executioners pandering to the masses, the players are trying to behead the least popular nobles. Each day the nobles are lined up and players take turns killing the ones at the front of the line until all the nobles are gone. However, players are given cards which will manipulate the line order right before harvesting, which is what makes the game interesting. After three days worth of chopping, the highest total carries the day."
Warrior Knights,2017,6.86,Battle. Trade. Negotiate. Conspire. Become the new King.,2,6,120,240,12+,3.51,Fantasy Flight Games,3916,3917,31,54,60,11,14,29,"The Kingdom is in chaos. The King lies dead without an heir, slain by a villainous hand. Will a leader rise up and rally the support of the people, or will the shadow of anarchy spread over the land?"
Walking in Burano,2015,7.15,Balance the wants of locals and tourists alike by creating the best street in Burano.,1,4,20,40,10+,0,EmperorS4,3914,0,15,0,0,110,148,154,"Burano is a beautiful island of Venice in Italy, known for its colorful houses. Walking through the island, you will see these vibrant houses on both sides of the canal, as well as the personal dÃ©cor placed by the inhabitants of these houses and shops. Tourists always linger on the street to appreciate and enjoy the view.
The colorful houses of Burano need a fresh coat of paint in order to stay beautiful and vivid. Use your creativity to refurbish and decorate the houses and amaze the tourists and local people with your masterpiece!"
Cahoots,2020,7.16,Work as a team to complete the challenges posed by the BZ1 robot.,1,4,20,20,10+,0,Oya,3914,0,15,0,0,38,42,110,Cooperation is key in Cahoots! Play cards to one of four piles by matching color or number. Work together as a team to complete a series of goals â€” without communicating whats in your hand. Can you make all piles purple or green? Every card lower than four? All cards add up to ten? Theres only one way to win before time runs out: Play in cahoots!
Calimala,2003,7.19,Cloth merchants compete for majorities using a unique action selection system.,3,5,75,75,10+,0,ADC Blackfire Entertainment GmbH,3916,0,24,37,44,10,56,97,"The Arte di Calimala â€” the guild of cloth finishers and merchants in foreign cloth â€” was one of the greater guilds of Florence, who arrogated to themselves the civic power of the Republic of Florence during the Late Middle Ages. The woolen cloth trade was the engine that drove the cityâ€™s economy and the members of the Calimala were the elite of Florence."
The Fox in the Forest Duet,2021,7.1,"Win tricks to move in the forest, collecting the gems before running out of time.",2,2,30,30,10+,0,Renegade Game Studios,3914,0,10,15,31,38,42,64,"In the two-player, co-operative trick-taking game The Fox in the Forest Duet, players team up, helping each other move through the forest. Collect all the gems before the end of three rounds of play, and you win!"
Naga Raja,2005,7.18,Race a fellow adventurer to acquire your temples treasure while avoiding its curse.,2,2,30,30,9+,0,Hurrican,3916,0,3,13,29,50,63,64,"Twin temples of two forgotten divinities containing ancient relics have been discovered in India. You set off on a treasure hunt, racing to find them before your rival, but your progress is slowed by a constantly shifting maze of paths... And eternal damnation awaits anyone foolish enough to uncover the three cursed relics of Garuda!"
Turn the Tide,2020,6.78,"Keep outguessing your opponents to stay afloat, then repeat when playing their hands.",3,5,30,30,10+,0,Dal Negro,3914,0,15,0,0,64,122,150,"Players are dealt a hand of 12 from a deck of 1-60 (the remainder go back in the box for the whole game), and then lay out marker cards that show the other players the strength of their hand. Another scoring deck of 24 has values of 1-12; two cards from this deck are laid face up."
World of Warcraft: Wrath of the Lich King,2004,7.62,Survive against hordes of undead on Azeroth to face off against the Lich King.,1,5,45,60,14+,0,Z-Man Games,3917,0,31,78,0,3,42,64,"In World of Warcraft: Wrath of the Lich King, players journey to the frozen continent of Northrend to face the armies of the Lich King. This Pandemic System game showcases familiar mechanisms and gameplay, now tweaked to embrace the setting of the Wrath of the Lich King. Forts, temples, battlegrounds, and more populate the game board as you and your fellow heroes journey across the cold landscape. Along the way, youll set up strongholds, complete quests, and do battle with legions of undead."
Dice City,2007,6.75,"Place dice on buildings to activate effects, fight bandits, and claim resources!",1,4,45,60,14+,0,Artipia Games,3914,3916,17,23,44,50,154,164,"The Kingdom of Rolldovia is in turmoil. Her royal highness, the Queen, has decreed that there will be a new capital after the old one was sacked by hordes of barbarians and bandits from the south. As leaders of one of the countrys influential noble families, players vie with each other to establish their provincial city as the best home for Rolldovias new capital. You must choose your citys path in gaining the approval of all others in the kingdom."
The Lord of the Rings: The Card Game  Revised Core Set,2019,8.59,Revised core set repackages the original with support for 1-4p and a new campaign.,1,4,30,90,14+,3.39,Fantasy Flight Games,3913,0,3,15,20,23,42,46,"Sometimes, in order to truly appreciate a tale, one must first go back to its beginning. Grand adventures and strong fellowships are important and wonderful, but the first step of any journey is just as important as the last. With that in mind, itâ€™s time to return to the beginning of one of the most epic adventures of allâ€?"
Pioneer Days,2018,7.27,"Hitch up the wagon and head west. Avoid disasters, dig for gold, and ride to victory.",2,4,45,75,14+,0,Tasty Minstrel Games,3916,0,8,23,0,50,110,184,"Saddle up and guide your wagon train along the perilous Oregon Trail! Build a team of hardy folk and gather resources and equipment with a unique dice drafting system. But dangers await in the dice you dont choose! You can hire townsfolk, buy wagons, pan for gold, and take on cattle â€” all the while preparing for inevitable raids, storms and famine. Who will best face the perils of the wild frontier and lead their wagon train to victory?"
Valley of the Kings: Afterlife,2011,7.25,Add a Brief Description,1,4,45,45,14+,0,Alderac Entertainment Group,3916,0,9,15,51,47,64,110,Description from the publisher:
Cross Clues,2011,7.36,Race against time to fill the grid by cluing intersecting words.,2,6,5,10,7+,0,Blue Orange Games,3915,0,22,57,81,42,134,0,Cross Clues is a cooperative party game about making connections between clues. Work together to fill in the grid of code words by giving single word clues that represent the crossing of two different code words in the grid. Consider your clues carefully and think as a team to fill in as much of the grid as possible! Thousands of different combinations guarantee endless fun!
Balloon Cup,2014,6.68,Compete across 4 races over fields and mountains to win the cup!,2,2,30,30,8+,0,KOSMOS,3914,0,12,15,0,64,148,164,"In Balloon Cup, the players compete in several short balloon flights (hops) to collect the colored cubes associated with each hop. Four landscape cards  two plains alternating with two mountains  are laid out, and 1, 2, 3, or 4 cubes in assorted colors (gray, blue, green, yellow, red) are added to these cards. From a hand of eight balloon cards, you must try to pass each landscape by adding cards matching the colored blocks onto their side of table, although winds (and cunning) may occasionally cause them to play on their opponents side  a move that can really ruin the opponents plans."
Final Girl,2014,8.34,You alone must survive and defeat the horror movie killer.,1,1,20,60,14+,0,Van Ryder Games,3917,0,15,35,0,50,64,120,"Playing on a famous horror movie trope, Final Girl is a solitaire-only game that puts the player in the shoes of a female protagonist who must kill the slasher if she wants to survive."
Aton,2008,6.87,Get control of great temples in Egypt to win favour of the gods.,2,2,30,30,8+,0,Queen Games,3911,3916,1,9,67,10,64,109,From Queen Games website:
